"storenum","lat","long","year","new","state","population"
327,36.4182048,-94.8057338,2005,0,"OK",3532769
328,38.358887,-90.157389,1985,0,"IL",11399803
328,38.358887,-90.157389,1990,0,"IL",11453316
328,38.358887,-90.157389,1995,0,"IL",12008437
328,38.358887,-90.157389,2000,0,"IL",12437645
328,38.358887,-90.157389,2005,0,"IL",12674452
329,33.7182441,-85.8183733,1980,1,"AL",3900368
329,33.7182441,-85.8183733,1985,0,"AL",3972520
329,33.7182441,-85.8183733,1990,0,"AL",4050055
329,33.7182441,-85.8183733,1995,0,"AL",4296800
329,33.7182441,-85.8183733,2000,0,"AL",4451849
329,33.7182441,-85.8183733,2005,0,"AL",4545049
330,28.877723,-96.994566,1980,1,"TX",14338208
330,28.877723,-96.994566,1985,0,"TX",16272722
330,28.877723,-96.994566,1990,0,"TX",17056755
330,28.877723,-96.994566,1995,0,"TX",18958751
330,28.877723,-96.994566,2000,0,"TX",20945963
330,28.877723,-96.994566,2005,0,"TX",22801920
331,30.233154,-93.326094,1985,0,"LA",4408113
331,30.233154,-93.326094,1990,0,"LA",4221532
331,30.233154,-93.326094,1995,0,"LA",4378779
331,30.233154,-93.326094,2000,0,"LA",4468979
331,30.233154,-93.326094,2005,0,"LA",4497691
332,34.74293,-86.6762313,1985,0,"AL",3972520
332,34.74293,-86.6762313,1990,0,"AL",4050055
332,34.74293,-86.6762313,1995,0,"AL",4296800
332,34.74293,-86.6762313,2000,0,"AL",4451849
332,34.74293,-86.6762313,2005,0,"AL",4545049
333,37.4145093,-86.8774426,1985,0,"KY",3694816
333,37.4145093,-86.8774426,1990,0,"KY",3694048
333,37.4145093,-86.8774426,1995,0,"KY",3887427
333,37.4145093,-86.8774426,2000,0,"KY",4048903
333,37.4145093,-86.8774426,2005,0,"KY",4182293
334,39.2797894,-89.9017241,1980,1,"IL",11434702
334,39.2797894,-89.9017241,1985,0,"IL",11399803
334,39.2797894,-89.9017241,1990,0,"IL",11453316
334,39.2797894,-89.9017241,1995,0,"IL",12008437
334,39.2797894,-89.9017241,2000,0,"IL",12437645
334,39.2797894,-89.9017241,2005,0,"IL",12674452
335,35.6689998,-88.8543073,1980,1,"TN",4600252
335,35.6689998,-88.8543073,1985,0,"TN",4715292
335,35.6689998,-88.8543073,1990,0,"TN",4894492
335,35.6689998,-88.8543073,1995,0,"TN",5326936
335,35.6689998,-88.8543073,2000,0,"TN",5703243
335,35.6689998,-88.8543073,2005,0,"TN",5995748
336,34.2890355,-92.3988443,1980,1,"AR",2288738
336,34.2890355,-92.3988443,1985,0,"AR",2327046
336,34.2890355,-92.3988443,1990,0,"AR",2356586
336,34.2890355,-92.3988443,1995,0,"AR",2535399
336,34.2890355,-92.3988443,2000,0,"AR",2678288
336,34.2890355,-92.3988443,2005,0,"AR",2776221
337,37.5597754,-90.2940069,1980,1,"MO",4921966
337,37.5597754,-90.2940069,1985,0,"MO",5000260
337,37.5597754,-90.2940069,1990,0,"MO",5128880
337,37.5597754,-90.2940069,1995,0,"MO",5378247
337,37.5597754,-90.2940069,2000,0,"MO",5606065
337,37.5597754,-90.2940069,2005,0,"MO",5806639
338,37.4952832,-94.300878,1980,1,"MO",4921966
338,37.4952832,-94.300878,1985,0,"MO",5000260
338,37.4952832,-94.300878,1990,0,"MO",5128880
338,37.4952832,-94.300878,1995,0,"MO",5378247
338,37.4952832,-94.300878,2000,0,"MO",5606065
338,37.4952832,-94.300878,2005,0,"MO",5806639
339,33.832733,-92.409983,1980,1,"AR",2288738
339,33.832733,-92.409983,1985,0,"AR",2327046
339,33.832733,-92.409983,1990,0,"AR",2356586
339,33.832733,-92.409983,1995,0,"AR",2535399
339,33.832733,-92.409983,2000,0,"AR",2678288
339,33.832733,-92.409983,2005,0,"AR",2776221
340,35.4642094,-95.5000042,1985,0,"OK",3271333
340,35.4642094,-95.5000042,1990,0,"OK",3148825
340,35.4642094,-95.5000042,1995,0,"OK",3308208
340,35.4642094,-95.5000042,2000,0,"OK",3453943
340,35.4642094,-95.5000042,2005,0,"OK",3532769
341,39.843194,-96.6049279,1980,1,"KS",2369039
341,39.843194,-96.6049279,1985,0,"KS",2427401
341,39.843194,-96.6049279,1990,0,"KS",2481349
341,39.843194,-96.6049279,1995,0,"KS",2601007
341,39.843194,-96.6049279,2000,0,"KS",2692810
341,39.843194,-96.6049279,2005,0,"KS",2741771
342,39.8487006,-95.5615296,1980,1,"KS",2369039
342,39.8487006,-95.5615296,1985,0,"KS",2427401
342,39.8487006,-95.5615296,1990,0,"KS",2481349
342,39.8487006,-95.5615296,1995,0,"KS",2601007
342,39.8487006,-95.5615296,2000,0,"KS",2692810
342,39.8487006,-95.5615296,2005,0,"KS",2741771
343,39.573245,-89.315688,1985,0,"IL",11399803
343,39.573245,-89.315688,1990,0,"IL",11453316
343,39.573245,-89.315688,1995,0,"IL",12008437
343,39.573245,-89.315688,2000,0,"IL",12437645
343,39.573245,-89.315688,2005,0,"IL",12674452
344,29.214389,-96.290798,1985,0,"TX",16272722
344,29.214389,-96.290798,1990,0,"TX",17056755
344,29.214389,-96.290798,1995,0,"TX",18958751
344,29.214389,-96.290798,2000,0,"TX",20945963
344,29.214389,-96.290798,2005,0,"TX",22801920
345,31.73399,-95.616071,1985,0,"TX",16272722
345,31.73399,-95.616071,1990,0,"TX",17056755
345,31.73399,-95.616071,1995,0,"TX",18958751
345,31.73399,-95.616071,2000,0,"TX",20945963
345,31.73399,-95.616071,2005,0,"TX",22801920
346,37.692295,-96.971409,1980,1,"KS",2369039
346,37.692295,-96.971409,1985,0,"KS",2427401
346,37.692295,-96.971409,1990,0,"KS",2481349
346,37.692295,-96.971409,1995,0,"KS",2601007
346,37.692295,-96.971409,2000,0,"KS",2692810
346,37.692295,-96.971409,2005,0,"KS",2741771
347,33.457724,-90.661815,1985,0,"MS",2588103
347,33.457724,-90.661815,1990,0,"MS",2578897
347,33.457724,-90.661815,1995,0,"MS",2722659
347,33.457724,-90.661815,2000,0,"MS",2848310
347,33.457724,-90.661815,2005,0,"MS",2900116
348,33.6340958,-91.8018429,1980,1,"AR",2288738
348,33.6340958,-91.8018429,1985,0,"AR",2327046
348,33.6340958,-91.8018429,1990,0,"AR",2356586
348,33.6340958,-91.8018429,1995,0,"AR",2535399
348,33.6340958,-91.8018429,2000,0,"AR",2678288
348,33.6340958,-91.8018429,2005,0,"AR",2776221
349,37.6941226,-93.1026797,1980,1,"AR",2288738
349,37.6941226,-93.1026797,1985,0,"AR",2327046
349,37.6941226,-93.1026797,1990,0,"AR",2356586
349,37.6941226,-93.1026797,1995,0,"AR",2535399
349,37.6941226,-93.1026797,2000,0,"AR",2678288
349,37.6941226,-93.1026797,2005,0,"AR",2776221
350,40.8266869,-97.5977455,1985,0,"NE",1584661
350,40.8266869,-97.5977455,1990,0,"NE",1581660
350,40.8266869,-97.5977455,1995,0,"NE",1656992
350,40.8266869,-97.5977455,2000,0,"NE",1713345
350,40.8266869,-97.5977455,2005,0,"NE",1751721
352,37.8519464,-89.8196089,1980,1,"IL",11434702
352,37.8519464,-89.8196089,1985,0,"IL",11399803
352,37.8519464,-89.8196089,1990,0,"IL",11453316
352,37.8519464,-89.8196089,1995,0,"IL",12008437
352,37.8519464,-89.8196089,2000,0,"IL",12437645
352,37.8519464,-89.8196089,2005,0,"IL",12674452
353,33.0825506,-98.5833028,1985,0,"TX",16272722
353,33.0825506,-98.5833028,1990,0,"TX",17056755
353,33.0825506,-98.5833028,1995,0,"TX",18958751
353,33.0825506,-98.5833028,2000,0,"TX",20945963
353,33.0825506,-98.5833028,2005,0,"TX",22801920
354,38.3325946,-91.5270866,1985,0,"MO",5000260
354,38.3325946,-91.5270866,1990,0,"MO",5128880
354,38.3325946,-91.5270866,1995,0,"MO",5378247
354,38.3325946,-91.5270866,2000,0,"MO",5606065
354,38.3325946,-91.5270866,2005,0,"MO",5806639
355,32.6356165,-85.4205864,1980,1,"AL",3900368
355,32.6356165,-85.4205864,1985,0,"AL",3972520
355,32.6356165,-85.4205864,1990,0,"AL",4050055
355,32.6356165,-85.4205864,1995,0,"AL",4296800
355,32.6356165,-85.4205864,2000,0,"AL",4451849
355,32.6356165,-85.4205864,2005,0,"AL",4545049
356,32.571243,-85.499285,1985,0,"AL",3972520
356,32.571243,-85.499285,1990,0,"AL",4050055
356,32.571243,-85.499285,1995,0,"AL",4296800
356,32.571243,-85.499285,2000,0,"AL",4451849
356,32.571243,-85.499285,2005,0,"AL",4545049
357,38.4315579,-92.8436302,1985,0,"MO",5000260
357,38.4315579,-92.8436302,1990,0,"MO",5128880
357,38.4315579,-92.8436302,1995,0,"MO",5378247
357,38.4315579,-92.8436302,2000,0,"MO",5606065
357,38.4315579,-92.8436302,2005,0,"MO",5806639
358,35.4820978,-94.2190815,1985,0,"AR",2327046
358,35.4820978,-94.2190815,1990,0,"AR",2356586
358,35.4820978,-94.2190815,1995,0,"AR",2535399
358,35.4820978,-94.2190815,2000,0,"AR",2678288
358,35.4820978,-94.2190815,2005,0,"AR",2776221
359,36.1225541,-94.152832,1985,0,"AR",2327046
359,36.1225541,-94.152832,1990,0,"AR",2356586
359,36.1225541,-94.152832,1995,0,"AR",2535399
359,36.1225541,-94.152832,2000,0,"AR",2678288
359,36.1225541,-94.152832,2005,0,"AR",2776221
360,35.986784,-96.740321,1985,0,"OK",3271333
360,35.986784,-96.740321,1990,0,"OK",3148825
360,35.986784,-96.740321,1995,0,"OK",3308208
360,35.986784,-96.740321,2000,0,"OK",3453943
360,35.986784,-96.740321,2005,0,"OK",3532769
361,38.6909745,-89.9760857,1985,0,"IL",11399803
361,38.6909745,-89.9760857,1990,0,"IL",11453316
361,38.6909745,-89.9760857,1995,0,"IL",12008437
361,38.6909745,-89.9760857,2000,0,"IL",12437645
361,38.6909745,-89.9760857,2005,0,"IL",12674452
362,33.935336,-87.837772,1985,0,"AL",3972520
362,33.935336,-87.837772,1990,0,"AL",4050055
362,33.935336,-87.837772,1995,0,"AL",4296800
362,33.935336,-87.837772,2000,0,"AL",4451849
362,33.935336,-87.837772,2005,0,"AL",4545049
363,39.1129773,-93.2134018,1985,0,"MO",5000260
363,39.1129773,-93.2134018,1990,0,"MO",5128880
363,39.1129773,-93.2134018,1995,0,"MO",5378247
363,39.1129773,-93.2134018,2000,0,"MO",5606065
363,39.1129773,-93.2134018,2005,0,"MO",5806639
364,31.8054531,-94.1915683,1985,0,"TX",16272722
364,31.8054531,-94.1915683,1990,0,"TX",17056755
364,31.8054531,-94.1915683,1995,0,"TX",18958751
364,31.8054531,-94.1915683,2000,0,"TX",20945963
364,31.8054531,-94.1915683,2005,0,"TX",22801920
365,32.286205,-90.046216,1985,0,"MS",2588103
365,32.286205,-90.046216,1990,0,"MS",2578897
365,32.286205,-90.046216,1995,0,"MS",2722659
365,32.286205,-90.046216,2000,0,"MS",2848310
365,32.286205,-90.046216,2005,0,"MS",2900116
366,35.512593,-84.360588,1985,0,"TN",4715292
366,35.512593,-84.360588,1990,0,"TN",4894492
366,35.512593,-84.360588,1995,0,"TN",5326936
366,35.512593,-84.360588,2000,0,"TN",5703243
366,35.512593,-84.360588,2005,0,"TN",5995748
368,37.3402985,-95.2379594,1980,1,"KS",2369039
368,37.3402985,-95.2379594,1985,0,"KS",2427401
368,37.3402985,-95.2379594,1990,0,"KS",2481349
368,37.3402985,-95.2379594,1995,0,"KS",2601007
368,37.3402985,-95.2379594,2000,0,"KS",2692810
368,37.3402985,-95.2379594,2005,0,"KS",2741771
369,37.227142,-96.993564,1980,1,"KS",2369039
369,37.227142,-96.993564,1985,0,"KS",2427401
369,37.227142,-96.993564,1990,0,"KS",2481349
369,37.227142,-96.993564,1995,0,"KS",2601007
369,37.227142,-96.993564,2000,0,"KS",2692810
369,37.227142,-96.993564,2005,0,"KS",2741771
370,37.26732,-97.411104,1980,1,"KS",2369039
370,37.26732,-97.411104,1985,0,"KS",2427401
370,37.26732,-97.411104,1990,0,"KS",2481349
370,37.26732,-97.411104,1995,0,"KS",2601007
370,37.26732,-97.411104,2000,0,"KS",2692810
370,37.26732,-97.411104,2005,0,"KS",2741771
371,32.434361,-97.780672,1985,0,"TX",16272722
371,32.434361,-97.780672,1990,0,"TX",17056755
371,32.434361,-97.780672,1995,0,"TX",18958751
371,32.434361,-97.780672,2000,0,"TX",20945963
371,32.434361,-97.780672,2005,0,"TX",22801920
372,37.767571,-100.032877,1985,0,"KS",2427401
372,37.767571,-100.032877,1990,0,"KS",2481349
372,37.767571,-100.032877,1995,0,"KS",2601007
372,37.767571,-100.032877,2000,0,"KS",2692810
372,37.767571,-100.032877,2005,0,"KS",2741771
373,36.086239,-93.734136,1985,0,"AR",2327046
373,36.086239,-93.734136,1990,0,"AR",2356586
373,36.086239,-93.734136,1995,0,"AR",2535399
373,36.086239,-93.734136,2000,0,"AR",2678288
373,36.086239,-93.734136,2005,0,"AR",2776221
374,35.988541,-95.671332,1985,0,"OK",3271333
374,35.988541,-95.671332,1990,0,"OK",3148825
374,35.988541,-95.671332,1995,0,"OK",3308208
374,35.988541,-95.671332,2000,0,"OK",3453943
374,35.988541,-95.671332,2005,0,"OK",3532769
375,34.706668,-86.589494,1985,0,"AL",3972520
375,34.706668,-86.589494,1990,0,"AL",4050055
375,34.706668,-86.589494,1995,0,"AL",4296800
375,34.706668,-86.589494,2000,0,"AL",4451849
375,34.706668,-86.589494,2005,0,"AL",4545049
376,32.547839,-93.70921,1985,0,"LA",4408113
376,32.547839,-93.70921,1990,0,"LA",4221532
376,32.547839,-93.70921,1995,0,"LA",4378779
376,32.547839,-93.70921,2000,0,"LA",4468979
376,32.547839,-93.70921,2005,0,"LA",4497691
377,32.636965,-88.173514,1985,0,"AL",3972520
377,32.636965,-88.173514,1990,0,"AL",4050055
377,32.636965,-88.173514,1995,0,"AL",4296800
377,32.636965,-88.173514,2000,0,"AL",4451849
377,32.636965,-88.173514,2005,0,"AL",4545049
378,39.4589237,-95.7479241,1985,0,"KS",2427401
378,39.4589237,-95.7479241,1990,0,"KS",2481349
378,39.4589237,-95.7479241,1995,0,"KS",2601007
378,39.4589237,-95.7479241,2000,0,"KS",2692810
378,39.4589237,-95.7479241,2005,0,"KS",2741771
379,37.0037007,-93.2231143,1985,0,"MO",5000260
379,37.0037007,-93.2231143,1990,0,"MO",5128880
379,37.0037007,-93.2231143,1995,0,"MO",5378247
379,37.0037007,-93.2231143,2000,0,"MO",5606065
379,37.0037007,-93.2231143,2005,0,"MO",5806639
380,34.9003681,-94.1069607,1985,0,"AR",2327046
380,34.9003681,-94.1069607,1990,0,"AR",2356586
380,34.9003681,-94.1069607,1995,0,"AR",2535399
380,34.9003681,-94.1069607,2000,0,"AR",2678288
380,34.9003681,-94.1069607,2005,0,"AR",2776221
381,31.1186146,-97.870642,1985,0,"TX",16272722
381,31.1186146,-97.870642,1990,0,"TX",17056755
381,31.1186146,-97.870642,1995,0,"TX",18958751
381,31.1186146,-97.870642,2000,0,"TX",20945963
381,31.1186146,-97.870642,2005,0,"TX",22801920
382,38.5816191,-95.2656033,1985,0,"KS",2427401
382,38.5816191,-95.2656033,1990,0,"KS",2481349
382,38.5816191,-95.2656033,1995,0,"KS",2601007
382,38.5816191,-95.2656033,2000,0,"KS",2692810
382,38.5816191,-95.2656033,2005,0,"KS",2741771
383,30.3403248,-94.1473855,1985,0,"TX",16272722
383,30.3403248,-94.1473855,1990,0,"TX",17056755
383,30.3403248,-94.1473855,1995,0,"TX",18958751
383,30.3403248,-94.1473855,2000,0,"TX",20945963
383,30.3403248,-94.1473855,2005,0,"TX",22801920
384,30.2583449,-94.2166712,1985,0,"TX",16272722
384,30.2583449,-94.2166712,1990,0,"TX",17056755
384,30.2583449,-94.2166712,1995,0,"TX",18958751
384,30.2583449,-94.2166712,2000,0,"TX",20945963
384,30.2583449,-94.2166712,2005,0,"TX",22801920
385,29.087732,-97.2699418,1985,0,"TX",16272722
385,29.087732,-97.2699418,1990,0,"TX",17056755
385,29.087732,-97.2699418,1995,0,"TX",18958751
385,29.087732,-97.2699418,2000,0,"TX",20945963
385,29.087732,-97.2699418,2005,0,"TX",22801920
386,30.2448686,-92.6618674,1985,0,"LA",4408113
386,30.2448686,-92.6618674,1990,0,"LA",4221532
386,30.2448686,-92.6618674,1995,0,"LA",4378779
386,30.2448686,-92.6618674,2000,0,"LA",4468979
386,30.2448686,-92.6618674,2005,0,"LA",4497691
387,35.7109949,-96.862226,1985,0,"OK",3271333
387,35.7109949,-96.862226,1990,0,"OK",3148825
387,35.7109949,-96.862226,1995,0,"OK",3308208
387,35.7109949,-96.862226,2000,0,"OK",3453943
387,35.7109949,-96.862226,2005,0,"OK",3532769
388,35.405578,-94.3969,1985,0,"AR",2327046
388,35.405578,-94.3969,1990,0,"AR",2356586
388,35.405578,-94.3969,1995,0,"AR",2535399
388,35.405578,-94.3969,2000,0,"AR",2678288
388,35.405578,-94.3969,2005,0,"AR",2776221
389,35.6240384,-97.4859281,1985,0,"OK",3271333
389,35.6240384,-97.4859281,1990,0,"OK",3148825
389,35.6240384,-97.4859281,1995,0,"OK",3308208
389,35.6240384,-97.4859281,2000,0,"OK",3453943
389,35.6240384,-97.4859281,2005,0,"OK",3532769
390,36.083663,-87.832673,1985,0,"TN",4715292
390,36.083663,-87.832673,1990,0,"TN",4894492
390,36.083663,-87.832673,1995,0,"TN",5326936
390,36.083663,-87.832673,2000,0,"TN",5703243
390,36.083663,-87.832673,2005,0,"TN",5995748
391,34.2559179,-88.7404449,1985,0,"MS",2588103
391,34.2559179,-88.7404449,1990,0,"MS",2578897
391,34.2559179,-88.7404449,1995,0,"MS",2722659
391,34.2559179,-88.7404449,2000,0,"MS",2848310
391,34.2559179,-88.7404449,2005,0,"MS",2900116
392,35.5260217,-98.6986253,1985,0,"OK",3271333
392,35.5260217,-98.6986253,1990,0,"OK",3148825
392,35.5260217,-98.6986253,1995,0,"OK",3308208
392,35.5260217,-98.6986253,2000,0,"OK",3453943
392,35.5260217,-98.6986253,2005,0,"OK",3532769
393,35.550942,-88.81009,1985,0,"TN",4715292
393,35.550942,-88.81009,1990,0,"TN",4894492
393,35.550942,-88.81009,1995,0,"TN",5326936
393,35.550942,-88.81009,2000,0,"TN",5703243
393,35.550942,-88.81009,2005,0,"TN",5995748
394,34.4931334,-87.2738698,1985,0,"AL",3972520
394,34.4931334,-87.2738698,1990,0,"AL",4050055
394,34.4931334,-87.2738698,1995,0,"AL",4296800
394,34.4931334,-87.2738698,2000,0,"AL",4451849
394,34.4931334,-87.2738698,2005,0,"AL",4545049
395,26.193835,-98.286829,1985,0,"TX",16272722
395,26.193835,-98.286829,1990,0,"TX",17056755
395,26.193835,-98.286829,1995,0,"TX",18958751
395,26.193835,-98.286829,2000,0,"TX",20945963
395,26.193835,-98.286829,2005,0,"TX",22801920
396,34.554849,-82.679107,1985,0,"SC",3303211
396,34.554849,-82.679107,1990,0,"SC",3501155
396,34.554849,-82.679107,1995,0,"SC",3748582
396,34.554849,-82.679107,2000,0,"SC",4023570
396,34.554849,-82.679107,2005,0,"SC",4256199
397,26.1910121,-98.2089714,1985,0,"TX",16272722
397,26.1910121,-98.2089714,1990,0,"TX",17056755
397,26.1910121,-98.2089714,1995,0,"TX",18958751
397,26.1910121,-98.2089714,2000,0,"TX",20945963
397,26.1910121,-98.2089714,2005,0,"TX",22801920
398,32.541489,-94.728035,1985,0,"TX",16272722
398,32.541489,-94.728035,1990,0,"TX",17056755
398,32.541489,-94.728035,1995,0,"TX",18958751
398,32.541489,-94.728035,2000,0,"TX",20945963
398,32.541489,-94.728035,2005,0,"TX",22801920
399,32.532239,-94.7885511,1985,0,"TX",16272722
399,32.532239,-94.7885511,1990,0,"TX",17056755
399,32.532239,-94.7885511,1995,0,"TX",18958751
399,32.532239,-94.7885511,2000,0,"TX",20945963
399,32.532239,-94.7885511,2005,0,"TX",22801920
400,30.3339475,-95.4768507,1985,0,"TX",16272722
400,30.3339475,-95.4768507,1990,0,"TX",17056755
400,30.3339475,-95.4768507,1995,0,"TX",18958751
400,30.3339475,-95.4768507,2000,0,"TX",20945963
400,30.3339475,-95.4768507,2005,0,"TX",22801920
401,30.2746303,-91.2363856,1985,0,"LA",4408113
401,30.2746303,-91.2363856,1990,0,"LA",4221532
401,30.2746303,-91.2363856,1995,0,"LA",4378779
401,30.2746303,-91.2363856,2000,0,"LA",4468979
401,30.2746303,-91.2363856,2005,0,"LA",4497691
402,30.285429,-91.90499,1985,0,"LA",4408113
402,30.285429,-91.90499,1990,0,"LA",4221532
402,30.285429,-91.90499,1995,0,"LA",4378779
402,30.285429,-91.90499,2000,0,"LA",4468979
402,30.285429,-91.90499,2005,0,"LA",4497691
403,34.4965489,-87.7230445,1985,0,"AL",3972520
403,34.4965489,-87.7230445,1990,0,"AL",4050055
403,34.4965489,-87.7230445,1995,0,"AL",4296800
403,34.4965489,-87.7230445,2000,0,"AL",4451849
403,34.4965489,-87.7230445,2005,0,"AL",4545049
404,29.8830133,-97.9127583,1985,0,"TX",16272722
404,29.8830133,-97.9127583,1990,0,"TX",17056755
404,29.8830133,-97.9127583,1995,0,"TX",18958751
404,29.8830133,-97.9127583,2000,0,"TX",20945963
404,29.8830133,-97.9127583,2005,0,"TX",22801920
405,31.1213565,-93.2686981,1985,0,"LA",4408113
405,31.1213565,-93.2686981,1990,0,"LA",4221532
405,31.1213565,-93.2686981,1995,0,"LA",4378779
405,31.1213565,-93.2686981,2000,0,"LA",4468979
405,31.1213565,-93.2686981,2005,0,"LA",4497691
406,35.971492,-86.495733,1985,0,"TN",4715292
406,35.971492,-86.495733,1990,0,"TN",4894492
406,35.971492,-86.495733,1995,0,"TN",5326936
406,35.971492,-86.495733,2000,0,"TN",5703243
406,35.971492,-86.495733,2005,0,"TN",5995748
407,31.089984,-97.729158,1985,0,"TX",16272722
407,31.089984,-97.729158,1990,0,"TX",17056755
407,31.089984,-97.729158,1995,0,"TX",18958751
407,31.089984,-97.729158,2000,0,"TX",20945963
407,31.089984,-97.729158,2005,0,"TX",22801920
408,29.9308613,-93.9725662,1985,0,"TX",16272722
408,29.9308613,-93.9725662,1990,0,"TX",17056755
408,29.9308613,-93.9725662,1995,0,"TX",18958751
408,29.9308613,-93.9725662,2000,0,"TX",20945963
408,29.9308613,-93.9725662,2005,0,"TX",22801920
409,34.2374512,-87.5974886,1985,0,"AL",3972520
409,34.2374512,-87.5974886,1990,0,"AL",4050055
409,34.2374512,-87.5974886,1995,0,"AL",4296800
409,34.2374512,-87.5974886,2000,0,"AL",4451849
409,34.2374512,-87.5974886,2005,0,"AL",4545049
410,36.6260279,-88.314579,1985,0,"KY",3694816
410,36.6260279,-88.314579,1990,0,"KY",3694048
410,36.6260279,-88.314579,1995,0,"KY",3887427
410,36.6260279,-88.314579,2000,0,"KY",4048903
410,36.6260279,-88.314579,2005,0,"KY",4182293
411,33.8960911,-88.9897515,1985,0,"MS",2588103
411,33.8960911,-88.9897515,1990,0,"MS",2578897
411,33.8960911,-88.9897515,1995,0,"MS",2722659
411,33.8960911,-88.9897515,2000,0,"MS",2848310
411,33.8960911,-88.9897515,2005,0,"MS",2900116
412,32.2097137,-95.8308781,1985,0,"TX",16272722
412,32.2097137,-95.8308781,1990,0,"TX",17056755
412,32.2097137,-95.8308781,1995,0,"TX",18958751
412,32.2097137,-95.8308781,2000,0,"TX",20945963
412,32.2097137,-95.8308781,2005,0,"TX",22801920
413,26.071203,-97.2228,1985,0,"TX",16272722
413,26.071203,-97.2228,1990,0,"TX",17056755
413,26.071203,-97.2228,1995,0,"TX",18958751
413,26.071203,-97.2228,2000,0,"TX",20945963
413,26.071203,-97.2228,2005,0,"TX",22801920
414,34.0931772,-98.5573457,1985,0,"TX",16272722
414,34.0931772,-98.5573457,1990,0,"TX",17056755
414,34.0931772,-98.5573457,1995,0,"TX",18958751
414,34.0931772,-98.5573457,2000,0,"TX",20945963
414,34.0931772,-98.5573457,2005,0,"TX",22801920
415,30.145534,-91.821689,1985,0,"LA",4408113
415,30.145534,-91.821689,1990,0,"LA",4221532
415,30.145534,-91.821689,1995,0,"LA",4378779
415,30.145534,-91.821689,2000,0,"LA",4468979
415,30.145534,-91.821689,2005,0,"LA",4497691
417,33.1065422,-95.5967469,1985,0,"TX",16272722
417,33.1065422,-95.5967469,1990,0,"TX",17056755
417,33.1065422,-95.5967469,1995,0,"TX",18958751
417,33.1065422,-95.5967469,2000,0,"TX",20945963
417,33.1065422,-95.5967469,2005,0,"TX",22801920
418,40.1476457,-97.171192,1985,0,"NE",1584661
418,40.1476457,-97.171192,1990,0,"NE",1581660
418,40.1476457,-97.171192,1995,0,"NE",1656992
418,40.1476457,-97.171192,2000,0,"NE",1713345
418,40.1476457,-97.171192,2005,0,"NE",1751721
419,37.6442885,-98.713677,1985,0,"KS",2427401
419,37.6442885,-98.713677,1990,0,"KS",2481349
419,37.6442885,-98.713677,1995,0,"KS",2601007
419,37.6442885,-98.713677,2000,0,"KS",2692810
419,37.6442885,-98.713677,2005,0,"KS",2741771
420,33.8916268,-98.4454826,1985,0,"TX",16272722
420,33.8916268,-98.4454826,1990,0,"TX",17056755
420,33.8916268,-98.4454826,1995,0,"TX",18958751
420,33.8916268,-98.4454826,2000,0,"TX",20945963
420,33.8916268,-98.4454826,2005,0,"TX",22801920
421,33.2283952,-97.5947612,1985,0,"TX",16272722
421,33.2283952,-97.5947612,1990,0,"TX",17056755
421,33.2283952,-97.5947612,1995,0,"TX",18958751
421,33.2283952,-97.5947612,2000,0,"TX",20945963
421,33.2283952,-97.5947612,2005,0,"TX",22801920
422,39.0059468,-87.7255977,1985,0,"IL",11399803
422,39.0059468,-87.7255977,1990,0,"IL",11453316
422,39.0059468,-87.7255977,1995,0,"IL",12008437
422,39.0059468,-87.7255977,2000,0,"IL",12437645
422,39.0059468,-87.7255977,2005,0,"IL",12674452
423,33.2292481,-86.8029758,1985,0,"AL",3972520
423,33.2292481,-86.8029758,1990,0,"AL",4050055
423,33.2292481,-86.8029758,1995,0,"AL",4296800
423,33.2292481,-86.8029758,2000,0,"AL",4451849
423,33.2292481,-86.8029758,2005,0,"AL",4545049
424,32.8181814,-86.6079038,1985,0,"AL",3972520
424,32.8181814,-86.6079038,1990,0,"AL",4050055
424,32.8181814,-86.6079038,1995,0,"AL",4296800
424,32.8181814,-86.6079038,2000,0,"AL",4451849
424,32.8181814,-86.6079038,2005,0,"AL",4545049
425,32.9446797,-87.1547071,1985,0,"AL",3972520
425,32.9446797,-87.1547071,1990,0,"AL",4050055
425,32.9446797,-87.1547071,1995,0,"AL",4296800
425,32.9446797,-87.1547071,2000,0,"AL",4451849
425,32.9446797,-87.1547071,2005,0,"AL",4545049
426,33.06669,-96.8919754,1985,0,"TX",16272722
426,33.06669,-96.8919754,1990,0,"TX",17056755
426,33.06669,-96.8919754,1995,0,"TX",18958751
426,33.06669,-96.8919754,2000,0,"TX",20945963
426,33.06669,-96.8919754,2005,0,"TX",22801920
427,33.094328,-96.109557,1985,0,"TX",16272722
427,33.094328,-96.109557,1990,0,"TX",17056755
427,33.094328,-96.109557,1995,0,"TX",18958751
427,33.094328,-96.109557,2000,0,"TX",20945963
427,33.094328,-96.109557,2005,0,"TX",22801920
428,30.648608,-91.142877,1985,0,"LA",4408113
428,30.648608,-91.142877,1990,0,"LA",4221532
428,30.648608,-91.142877,1995,0,"LA",4378779
428,30.648608,-91.142877,2000,0,"LA",4468979
428,30.648608,-91.142877,2005,0,"LA",4497691
429,26.301738,-98.180735,1985,0,"TX",16272722
429,26.301738,-98.180735,1990,0,"TX",17056755
429,26.301738,-98.180735,1995,0,"TX",18958751
429,26.301738,-98.180735,2000,0,"TX",20945963
429,26.301738,-98.180735,2005,0,"TX",22801920
430,36.7380239,-88.6355996,1985,0,"KY",3694816
